schoolcampus,dbn,bldg_code
P811M (MN),75M811,
P9@WALTER REED SCHOOL(QN),75Q009,Q009
P94(MS),75M094,
PAUL ROBESON HS(BN),17K191,
PEACE & DIVERSITY ACADEMY(XE),12X278,
PREK CENTER@BISHOP FORD HS (BS),15K863,
PROGRESS HS FOR PROFESSONAL STUDIES(BN),14K474,
PS 022 GRANITEVILLE,31R022,R022
PS 044 THOMAS C. BROWN,31R044,R044
PS 103(XE),11X103,
PS 110Q @ PS 315Q (QN),24Q110,
PS 112 - MAIN BUILDING (BS),20K112,K112
PS 112(BS),20K112,
PS 115(QS),26Q115,
PS 118(QS),29Q118,
PS 119(BS),22K119,
PS 125(MN),05M125,
PS 128 MINISCHOOL(MN),06M128,
PS 13(BN),19K013,
PS 133(QS),26Q133,
PS 140(QS),28Q140,
PS 143(QN),24Q143,
PS 147(BN),14K147,
PS 156(BROOKLYN),23K156,
PS 16 (STATEN ISLAND),31R016,
PS 16(BROOKLYN),14K016,
PS 161(BRONX),07X161,
PS 176(BRONX),75X176,
PS 181(QUEENS),29Q181,Q181
PS 188 (BRONX),75X188,
PS 190(BROOKLYN),19K190,
PS 191(MANHATTAN),03M452,M191
PS 192 # 2(MANHATAN),06M192,
PS 196(QUEENS),28Q196,Q196
PS 20(BROOKLYN),13K020,K020
PS 206 @PS 112(MANHATTAN),04M206,M206
PS 207 ANNEX(PBBS),22K207,K729
PS 215(QUEENS),27Q215,
PS 219 ANNEX(BS),18K219,
PS 232(QUEENS),27Q232,Q232
PS 246(BRONX),10X246,X843
PS 256 @ PS 43(QUEENS),75Q256,
PS 256(QUEENS),75Q256,
PS 273 (QUEENS),27Q273,Q273
PS 305(BROOKLYN),13K492,K305
PS 315(BROOKLYN),22K315,K152
PS 315Q (QN),26Q315,Q435
PS 315X LAB SCHOOL,10X315,X779
PS 317X@PS 583X,08X583,X317
PS 34(BRONX),75X188,
PS 361Q-THE WOODSIDE COMMUNITY SCHOOL,30Q361,Q339
PS 375-JACKIE ROBINSON SCHOOL (BROOKLYN),17K375,
PS 376Q,26Q376,Q332
PS 40(BROOKLYN),16K040,K040
PS 42 (ANNEX)(STATEN ISLAND),31R042,
PS 45 ANNEX(BN),32K045,K842
PS 46-EDGAR ALLAN POE (BRONX),10X046,
PS 48 WILLIAM C. WILCOX(SI),31R048,
PS 503 THE SCHOOL OF DISCOVERY(BROOKLYN),20K503,
PS 506 SCHOOL OF JOURNALISM & TECHNOLOGY(BROOKLYN),20K506,
PS 51 ELIAS HOWE(MN),02M051,
PS 51 ELIAS HOWE(MS),02M051,
PS 52(QUEENS),29Q052,
PS 56 ANNEX (BRONX),10X056,X056
PS 69 ANNEX(BRONX),08X069,X880
PS 69(BRONX),08X069,
PS 7(MANHATTAN),04M007,
PS 77(BROOKLYN),75K077,
PS 79(QUEENS),25Q079,
PS 80(STATEN ISLAND),31R080,
PS 9(BROOKLYN),13K009,
PS 938,19K938,
PS 94 ANNEX(BRONX),10X094,X361
PS/IS 30 MARY WHITE OVINGTON,20K030,
PS/IS 78Q @ PS/IS 312Q,30Q078,
QUEENS SATELLITE ACADEMY HS(QUEENS),28Q338,
QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL(QUEENS),24Q600,Q600
RALPH R  MCKEE CAREER AND TECHNICAL EDUCATION  HS(STATEN ISLAND),31R600,R600
RENAISSANCE SCHOOL(QUEENS),84Q705,Q885
RICHARD R GREEN HS OF TEACHING(MS),02M580,
RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141)(BRONX),10X141,
ROBERT E PEARY (PS 75)(QN),75Q075,
ROBERT E PEARY SCHOOL,75Q075,
ROBERT F KENNEDY COMMUNITY HS(QUEENS),25Q670,Q707
ROBERT H GODDARD HS OF COMMUNICATION ARTS & TECHNOLOGY(QUEENS),27Q308,
SATELLITE EAST MIDDLE SCHOOL(BROOKLYN),13K301,
SCHOOL OF DIPLOMACY (BRONX),11X370,
SCIENCE SKILLS CENTER HS AT WATERS EDGE(BROOKLYN),13K419,
SKILLMAN HIGH SCHOOL@P4(QUEENS),75Q004,Q667
SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25 NORTH SHORE@119,75R025,
SPECIAL MUSIC SCHOOL-PS 859(MANHATTAN),03M859,
SPRINGFIELD GARDENS HS(QUEENS),29Q059,Q059
STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HS(MANSOUTH),02M139,M625
SUCCESS ACADEMY @ JHS 22,84X494,X022
SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE NY 5,84Q337,
SUCCESS ACADEMY CHARTER SCHOOL-SPRINGFIELD GARDENS-NEW YORK 6(QS),84Q339,
SUCCESS ACADEMY WASHINGTON HEIGHTS(MN),84M265,
TEACHERS COLLEGE COMMUNITY SCHOOL ANNEX – MANHATT,05M517,M484
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL(MS),02M347,M047
THE FORWARD SCHOOL(BRONX),11X370,
"THE HS FOR ENTERPRISE, BUSINESS, & TECHNOLOGY(BN)",14K478,
THE MATH & SCIENCE EXPLORATORY SCHOOL(BN),15K447,
THE RENAISSANCE CHARTER SCHOOL(QN),84Q705,Q885
THE RICHARD H HUNGERFORD SCHOOL(STATEN ISLAND),75R721,
"THE SCHOOL FOR CLASSICS:ACADEMY OF THINKERS,WRITERS & PERFORMERS",19K683,
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES(MANHATTAN),05M410,
THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE(BN),19K764,
THE YOUNG WOMEN’S LEADERSHIP SCHOOL OF STATEN ISLAND,31R085,
THOMAS A EDISON CAREER AND TECHNICAL EDUCATION  HS(QUEENS),28Q620,Q620
TOMPKINS SQUARE MIDDLE SCHOOL EXTENSION(MANHATTAN),01M839,
URBAN ASSEMBLY HS OF MUSIC & ART AT WATER'S EDGE(BROOKLYN),13K350,
URBAN ASSEMBLY INSTITUTE OF MATH & SCIENCE FOR YOUNG WOMEN(BROOKLYN),13K527,
URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE (BKLYN),20K609,
URBAN ASSEMBLY SCHOOL FOR LAW & JUSTICE(BROOKLYN),13K483,
WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION  HS(BROOKLYN),21K620,
WILLIAM H MAXWELL CAREER & TECHNICAL EDUCATION HS(BROOKLYN),19K660,
WORLD JOURNALISM PREPARATORY:A COLLEGE BOARD SCHOOL(QUEENS),25Q285,Q025
WORLD VIEW HIGH SCHOOL (XW),10X353,
YOUNG WOMEN LEADERSHIP SCHOOL OF BROOKLYN,14K614,
